sentiment,text
neg,"i could just feel the screenwriter at every moment 'tap , tap , tap , tap , tapping away' on this screenplay ."
neg,you get the impression that writer and director burr steers knows the territory . . . but his sense of humor has yet to lose the smug self-satisfaction usually associated with the better private schools .
neg,murder and mayhem of this sort quickly becomes monotonous .
neg,has a customarily jovial air but a deficit of flim-flam inventiveness .
neg,"this pep-talk for faith , hope and charity does little to offend , but if saccharine earnestness were a crime , the film's producers would be in the clink for life ."
neg,while much of the cast has charm -- especially allodi and nolden -- the performers are sunk by the film's primitive approach to the mechanics of comedy .
neg,"so clichéd that , at one point , they literally upset an apple cart ."
neg,"you can see the would-be surprises coming a mile away , and the execution of these twists is delivered with a hammer . thumbs down ."
pos,"lejos del paraíso es al mismo tiempo una fiesta para los ojos y oídos y un movilizador cuadro de personajes enfrentados a sus propios deseos , miedos y prejuicios ."
pos,topics that could make a sailor blush - but lots of laughs .
pos,"she may not be real , but the laughs are ."
pos,"drug abuse , infidelity and death aren't usually comedy fare , but turpin's film allows us to chuckle through the angst ."
neg,not a stereotype is omitted nor a cliché left unsaid .
neg,"i never thought i'd say this , but i'd much rather watch teens poking their genitals into fruit pies !"
neg,"gangs of new york is an unapologetic mess , whose only saving grace is that it ends by blowing just about everything up ."
pos,"if the count of monte cristo doesn't transform caviezel into a movie star , then the game is even more rigged than it was two centuries ago ."
pos,"the lion king was a roaring success when it was released eight years ago , but on imax it seems better , not just bigger ."
pos,"you just know something terrible is going to happen . but when it does , you're entirely unprepared ."
pos,"others , more attuned to the anarchist maxim that 'the urge to destroy is also a creative urge' , or more willing to see with their own eyes , will find morrison's iconoclastic uses of technology to be liberating ."
neg,"there seems to be no clear path as to where the story's going , or how long it's going to take to get there ."
pos,astonishing . . . [frames] profound ethical and philosophical questions in the form of dazzling pop entertainment .
pos,"while locals will get a kick out of spotting cleveland sites , the rest of the world will enjoy a fast-paced comedy with quirks that might make the award-winning coen brothers envious ."
neg,it doesn't matter that the film is less than 90 minutes . it still feels like a prison stretch .
pos,"the four feathers has rewards , from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes ."
pos,a heroic tale of persistence that is sure to win viewers' hearts .
pos,"flawed , but worth seeing for ambrose's performance ."
neg,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness .
pos,"the movie has lots of dancing and fabulous music . there are slow and repetitive parts , but it has just enough spice to keep it interesting ."
neg,more dutiful than enchanting . . . terribly episodic and lacking the spark of imagination that might have made it an exhilarating treat .
neg,"i'm afraid you won't get through this frankly fantastical by-the-numbers b-flick with just a suspension of disbelief . rather , you'll have to wrestle disbelief to the ground and then apply the chloroform-soaked handkerchief ."
neg,everything is pegged into the groove of a new york dating comedy with 'issues' to simplify .
neg,"not counting a few gross-out comedies i've been trying to forget , this is the first film in a long time that made me want to bolt the theater in the first 10 minutes ."
neg,"obviously , a lot of people wasted a lot of their time ( including mine ) on something very inconsequential ."
pos,the hot topics of the plot are relegated to the background -- a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty .
pos,"transcends its agenda to deliver awe-inspiring , at times sublime , visuals and offer a fascinating glimpse into the subculture of extreme athletes whose derring-do puts the x into the games ."
neg,tries to add some spice to its quirky sentiments but the taste is all too familiar .
pos,binoche and magimel are perfect in these roles .
pos,"stuffed to the brim with ideas , american instigator michael moore's film is a rambling examination of american gun culture that uses his usual modus operandi of crucifixion through juxtaposition ."
pos,"look , this is a terrific flick replete with dazzling camera-work , dancing and music ."
pos,arteta directs one of the best ensemble casts of the yea
neg,"even as lame horror flicks go , this is lame ."
neg,"brainless , but enjoyably over-the-top , the retro gang melodrama , deuces wild represents fifties teen-gang machismo in a way that borders on rough-trade homo-eroticism ."
pos,"with an expressive face reminiscent of gong li and a vivid personality like zhang ziyi's , dong stakes out the emotional heart of happy ."
pos,a genuinely moving and wisely unsentimental drama .
neg,"a vile , incoherent mess . . . a scummy ripoff of david cronenberg's brilliant 'videodrome . "
neg,"[w]hile long on amiable monkeys and worthy environmentalism , jane goodall's wild chimpanzees is short on the thrills the oversize medium demands ."
neg,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .
neg,"this film looks like it was produced in 1954 , shelved for 48 years , and repackaged for a 2002 audience ."
pos,"the film has a kind of hard , cold effect ."
pos,a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love .
neg,"a gushy episode of "" m * a * s * h "" only this time from an asian perspective ."
pos,"asks what truth can be discerned from non-firsthand experience , and specifically questions cinema's capability for recording truth ."
pos,writer/director alexander payne ( election ) and his co-writer jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing .
neg,"[carvey's] characters are both overplayed and exaggerated , but then again , subtlety has never been his trademark ."
neg,just one bad idea after another .
pos,"implicitly acknowledges and celebrates the glorious chicanery and self-delusion of this most american of businesses , and for that reason it may be the most oddly honest hollywood document of all ."
pos,"for decades we've marveled at disney's rendering of water , snow , flames and shadows in a hand-drawn animated world . prepare to marvel again ."
neg,an unwise amalgam of broadcast news and vibes .
neg,it all seemed wasted like deniro's once promising career and the once grand long beach boardwalk .
pos,the difference between cho and most comics is that her confidence in her material is merited .
pos,"at its best , the good girl is a refreshingly adult take on adultery . . ."
neg,empire can't make up its mind whether it wants to be a gangster flick or an art film . it doesn't work as either .
neg,"the angst-ridden , affluent slacker characters are more grating than engaging ."
neg,"full of flatulence jokes and mild sexual references , kung pow ! is the kind of movie that's critic-proof , simply because it aims so low ."
pos,"the band's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) ."
pos,this is one of the year's best films .
pos,"culkin , who's in virtually every scene , shines as a young man who uses sarcastic lies like a shield ."
pos,"like the original , this version is raised a few notches above kiddie fantasy pablum by allen's astringent wit ."
neg,uneven performances and a spotty script add up to a biting satire that has no teeth .
neg,an awful snooze .
neg,"any chekhov is better than no chekhov , but it would be a shame if this was your introduction to one of the greatest plays of the last 100 years ."
pos,the plot twists give i am trying to break your heart an attraction it desperately needed .
pos,pretty good little movie .
pos,"great performances , stylish cinematography and a gritty feel help make gangster no . 1 a worthwhile moviegoing experience ."
neg,narc can only remind us of brilliant crime dramas without becoming one itself .
neg,"the director knows how to apply textural gloss , but his portrait of sex-as-war is strictly sitcom ."
neg,"plays like one of those conversations that comic book guy on "" the simpsons "" has ."
neg,its characters are thinner than cardboard -- or even comic-book paper .
neg,"howard and his co-stars all give committed performances , but they're often undone by howard's self-conscious attempts to find a 'literary' filmmaking style to match his subject ."
neg,"a punch line without a premise , a joke built entirely from musty memories of half-dimensional characters ."
neg,"i'm not sure which half of dragonfly is worse : the part where nothing's happening , or the part where something's happening , but it's stupid ."
neg,"no number of fantastic sets , extras , costumes and spectacular locales can disguise the emptiness at the center of the story ."
pos,"reign of fire may be little more than another platter of reheated aliens , but it's still pretty tasty ."
neg,"bad company leaves a bad taste , not only because of its bad-luck timing , but also the staleness of its script ."
neg,"seagal , who looks more like danny aiello these days , mumbles his way through the movie ."
pos,"as broad and cartoonish as the screenplay is , there is an accuracy of observation in the work of the director , frank novak , that keeps the film grounded in an undeniable social realism ."
neg,it's sort of a 21st century morality play with a latino hip hop beat . but the second half of the movie really goes downhill .
pos,darkly funny and frequently insightful .
neg,"most of the supporting characters in eastwood films are weak , as are most of the subplots . this one's weaker than most ."
neg,"to the civilized mind , a movie like ballistic : ecks vs . sever is more of an ordeal than an amusement ."
neg,"should have gone straight to video . it looks like an action movie , but it's so poorly made , on all levels , that it doesn't even qualify as a spoof of such ."
neg,"the editing is chaotic , the photography grainy and badly focused , the writing unintentionally hilarious , the direction unfocused , the performances as wooden ."
neg,would benigni's italian pinocchio have been any easier to sit through than this hastily dubbed disaster ?
pos,"as banal as the telling may be -- and at times , all my loved ones more than flirts with kitsch -- the tale commands attention ."
neg,"it will probably prove interesting to ram dass fans , but to others it may feel like a parody of the mellow , peace-and-love side of the '60s counterculture ."
pos,makes an aborbing if arguable case for the man's greatness .
pos,the dragons are the real stars of reign of fire and you won't be disappointed .
pos,"cedar takes a very open-minded approach to this sensitive material , showing impressive control , both visually and in the writing ."
pos,"immersing us in the endlessly inventive , fiercely competitive world of hip-hop djs , the project is sensational and revelatory , even if scratching makes you itch ."
neg,"if looking for a thrilling sci-fi cinematic ride , don't settle for this imposter ."
neg,as we have come to learn -- as many times as we have fingers to count on -- jason is a killer who doesn't know the meaning of the word 'quit . ' the filmmakers might want to look it up .
neg,yet another entry in the sentimental oh-those-wacky-brits genre that was ushered in by the full monty and is still straining to produce another smash hit .
neg,quick : who wants to see a comedy about shoddy airport security ?
pos,this is a sincerely crafted picture that deserves to emerge from the traffic jam of holiday movies .
neg,"the people in abc africa are treated as docile , mostly wordless ethnographic extras ."
neg,"a portrait of alienation so perfect , it will certainly succeed in alienating most viewers ."
pos,wang xiaoshuai directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men .
neg,"the filmmakers know how to please the eye , but it is not always the prettiest pictures that tell the best story ."
neg,bears about as much resemblance to the experiences of most battered women as spider-man does to the experiences of most teenagers .
neg,"despite a performance of sustained intelligence from stanford and another of subtle humour from bebe neuwirth , as an older woman who seduces oscar , the film founders on its lack of empathy for the social milieu - rich new york intelligentsia - and its of"
neg,"shows that jackie chan is getting older , and that's something i would rather live in denial abou"
pos,"more a load of enjoyable , conan-esque claptrap than the punishing , special-effects soul assaults the mummy pictures represent ."
pos,"a gripping , searing portrait of a lost soul trying to find her way through life ."
neg,"ms . phoenix is completely lacking in charm and charisma , and is unable to project either esther's initial anomie or her eventual awakening ."
neg,"it has more in common with a fireworks display than a movie , which normally is expected to have characters and a storyline ."
pos,"if your senses haven't been dulled by slasher films and gorefests , if you're a connoisseur of psychological horror , this is your ticket ."
pos,"this is a stunning film , a one-of-a-kind tour de force ."
neg,"there isn't nearly enough fun here , despite the presence of some appealing ingredients ."
neg,there's a reason why halftime is only fifteen minutes long .
neg,not once does it come close to being exciting .
neg,the big ending surprise almost saves the movie . it's too bad that the rest isn't more compelling .
pos,notorious c . h . o . has oodles of vulgar highlights .
pos,birthday girl walks a tricky tightrope between being wickedly funny and just plain wicked .
neg,"deadly dull , pointless meditation on losers in a gone-to-seed hotel ."
pos,"daily struggles and simple pleasures usurp the preaching message so that , by the time the credits roll across the pat ending , a warm , fuzzy feeling prevails ."
pos,cremaster 3 is at once a tough pill to swallow and a minor miracle of self-expression .
pos,"while i can't say it's on par with the first one , stuart little 2 is a light , fun cheese puff of a movie ."
neg,nothing more than four or five mild chuckles surrounded by 86 minutes of overly-familiar and poorly-constructed comedy .
neg,"a waterlogged version of 'fatal attraction' for the teeny-bopper set . . . a sad , soggy potboiler that wastes the talents of its attractive young leads ."
neg, . . . this movie has a glossy coat of action movie excess while remaining heartless at its core .
pos,"directing with a sure and measured hand , [haneke] steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology ."
neg,"the screenplay by james eric , james horton and director peter o'fallon . . . is so pat it makes your teeth hurt ."
neg,"the only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers ."
pos,fulford-wierzbicki . . . deftly captures the wise-beyond-her-years teen .
neg,"fessenden has nurtured his metaphors at the expense of his narrative , but he does display an original talent ."
pos,"it's a scattershot affair , but when it hits its mark it's brilliant ."
pos,"elegant , mannered and teasing ."
pos,a refreshingly authentic coming-of-age tale .
neg,feels too formulaic and too familiar to produce the transgressive thrills of early underground work .
pos,a glorious mess .
neg,"if you pitch your expectations at an all time low , you could do worse than this oddly cheerful -- but not particularly funny -- body-switching farce ."
neg,"even if the enticing prospect of a lot of nubile young actors in a film about campus depravity didn't fade amid the deliberate , tiresome ugliness , it would be rendered tedious by avary's failure to construct a story with even a trace of dramatic interest ."
neg,"christians sensitive to a reductionist view of their lord as a luv-spreading dr . feelgood or omnipotent slacker will feel vastly more affronted than secularists , who might even praise god for delivering such an instant camp classic ."
neg,mostly the film is just hectic and homiletic : two parts exhausting men in black mayhem to one part family values .
pos,that the film opens with maggots crawling on a dead dog is not an out of place metaphor .
neg,"it smacks of purely commercial motivation , with no great love for the original ."
pos,a superbly acted and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate .
neg,an awkwardly garish showcase that diverges from anything remotely probing or penetrating .
pos,"thought-provoking and stylish , if also somewhat hermetic ."
neg,this is an action movie with an action icon who's been all but decommissioned .
neg,an ugly-duckling tale so hideously and clumsily told it feels accidental .
pos,"as a tolerable diversion , the film suffices ; a triumph , however , it is not ."
neg,can be classified as one of those 'alternate reality' movies . . . except that it would have worked so much better dealing in only one reality .
neg,'cq may one day be fondly remembered as roman coppola's brief pretentious period before going on to other films that actually tell a story worth caring abou
pos,"warm in its loving yet unforgivingly inconsistent depiction of everyday people , relaxed in its perfect quiet pace and proud in its message . i loved this film ."
pos,"it's this memory-as-identity obviation that gives secret life its intermittent unease , reaffirming that long-held illusions are indeed reality , and that erasing them recasts the self ."
pos,"for devotees of french cinema , safe conduct is so rich with period minutiae it's like dying and going to celluloid heaven ."
pos,"if you like peace , you'll like promises ."
pos,"just about the best straight-up , old-school horror film of the last 15 years ."
neg,the cumulative effect of the movie is repulsive and depressing .
pos,"it's something of the ultimate scorsese film , with all the stomach-turning violence , colorful new york gang lore and other hallmarks of his personal cinema painted on their largest-ever historical canvas ."
pos,"it is a testament of quiet endurance , of common concern , of reconciled survival ."
pos,"birthday girl doesn't try to surprise us with plot twists , but rather seems to enjoy its own transparency ."
neg,a fascinating but choppy documentary .
neg,"in theory , a middle-aged romance pairing clayburgh and tambor sounds promising , but in practice it's something else altogether -- clownish and offensive and nothing at all like real life ."
pos,an impeccable study in perversity .
pos,the movie sticks much closer to hornby's drop-dead confessional tone than the film version of high fidelity did .
neg,"every so often a film comes along that is so insanely stupid , so awful in so many ways that watching it leaves you giddy . half past dead is just such an achievement ."
neg,ear-splitting exercise in formula crash-and-bash action .
pos,"pipe dream does have its charms . the leads are natural and lovely , the pace is serene , the humor wry and sprightly ."
neg,"wimps out by going for that pg-13 rating , so the more graphic violence is mostly off-screen and the sexuality is muted ."
pos,beautifully crafted and cooly unsettling . . . recreates the atmosphere of the crime expertly .
neg,stirs potentially enticing ingredients into an uneasy blend of ghost and close encounters of the third kind .
neg,this is junk food cinema at its greasiest .
pos,better than the tepid star trek : insurrection ; falls short of first contact because the villain couldn't pick the lint off borg queen alice krige's cape ; and finishes half a parsec ( a nose ) ahead of generations .
pos," . . . while dark water isn't a complete wash ( no pun intended ) , watched side-by-side with ringu , it ultimately comes off as a pale successor ."
neg,"directors harry gantz and joe gantz have chosen a fascinating subject matter , but the couples exposing themselves aren't all that interesting ."
pos,"here's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you ."
neg,to imagine the life of harry potter as a martial arts adventure told by a lobotomized woody allen is to have some idea of the fate that lies in store for moviegoers lured to the mediocrity that is kung pow : enter the fist .
pos,"challenging , intermittently engrossing and unflaggingly creative . but it's too long and too convoluted and it ends in a muddle ."
neg,"the movie , while beautiful , feels labored , with a hint of the writing exercise about it ."
neg,an annoying orgy of excess and exploitation that has no point and goes nowhere .
neg,"for a film about two mismatched buddies , crystal and de niro share little screen time and even less chemistry ."
neg,just another combination of bad animation and mindless violence . . . lacking the slightest bit of wit or charm .
pos,"the film's sense of imagery gives it a terrible strength , but it's propelled by the acting ."
neg,a great idea becomes a not-great movie .
pos,10 minutes into the film you'll be white-knuckled and unable to look away .
pos,"murderous maids has a lot going for it , not least the brilliant performances by testud . . . and parmentier ."
pos,"this may be dover kosashvili's feature directing debut , but it looks an awful lot like life -- gritty , awkward and ironic ."
pos,"it sounds sick and twisted , but the miracle of shainberg's film is that it truly is romanc"
pos,maybe thomas wolfe was right : you can't go home again .
pos,"a hard look at one man's occupational angst and its subsequent reinvention , a terrifying study of bourgeois desperation worthy of claude chabrol ."
neg,it's basically an overlong episode of tales from the crypt .
neg,needed a little less bling-bling and a lot more romance .
pos,throwing it all away for the fleeting joys of love's brief moment .
pos,"overall , cletis tout is a winning comedy that excites the imagination and tickles the funny bone ."
pos,the casting of von sydow . . . is itself intacto's luckiest stroke .
neg,"a movie more to be prescribed than recommended -- as visually bland as a dentist's waiting room , complete with soothing muzak and a cushion of predictable narrative rhythms ."
neg,disreputable doings and exquisite trappings are dampened by a lackluster script and substandard performances .
neg,"the misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten ."
neg,"k-19 may not hold a lot of water as a submarine epic , but it holds even less when it turns into an elegiacally soggy saving private ryanovich ."
pos,the most brilliant work in this genre since the 1984 uncut version of sergio leone's flawed but staggering once upon a time in america .
neg,the story bogs down in a mess of purposeless violence .
pos,"an old-fashioned scary movie , one that relies on lingering terror punctuated by sudden shocks and not constant bloodshed punctuated by flying guts ."
pos,it is quite a vision .
neg,all prints of this film should be sent to and buried on pluto .
pos,"the crime matters less than the characters , although the filmmakers supply enough complications , close calls and double-crosses to satisfy us ."
neg,feels less like a change in [herzog's] personal policy than a half-hearted fluke .
neg,the inherent limitations of using a video game as the source material movie are once again made all too clear in this schlocky horror/action hybrid .
neg,"i'm not suggesting that you actually see it , unless you're the kind of person who has seen every wim wenders film of the '70s ."
pos,"the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end ."
pos,an enchanting film that presents an audacious tour of the past and takes within its warm embrace the bounties of cultural artifacts inside st . petersburg's hermitage museum .
neg,"interesting , but not compelling ."
pos,"infidelity drama is nicely shot , well-edited and features a standout performance by diane lane ."
pos,"the leaping story line , shaped by director peter kosminsky into sharp slivers and cutting impressions , shows all the signs of rich detail condensed into a few evocative images and striking character traits ."
pos,"the special effects and many scenes of weightlessness look as good or better than in the original , while the oscar-winning sound and james horner's rousing score make good use of the hefty audio system ."
pos,duvall is strong as always .
neg,"human nature , in short , isn't nearly as funny as it thinks it is ; neither is it as smart ."
pos,"this orange has some juice , but it's far from fresh-squeezed ."
pos,"not everything in this ambitious comic escapade works , but coppola , along with his sister , sofia , is a real filmmaker . it must be in the genes ."
pos,"this time out , [sade] is an unsettlingly familiar figure -- in turns loyal and deceitful , responsible and reckless , idealistically selfless and coldly self-interested ."
neg,"the most memorable moment was when green threw medical equipment at a window ; not because it was particularly funny , but because i had a serious urge to grab the old lady at the end of my aisle's walker and toss it at the screen in frustration ."
neg," . . . unlike [scorsese's mean streets] , ash wednesday is essentially devoid of interesting characters or even a halfway intriguing plot ."
pos,chaiken ably balances real-time rhythms with propulsive incident .
neg,"it's tommy's job to clean the peep booths surrounding her , and after viewing this one , you'll feel like mopping up , too ."
pos,"one of those energetic surprises , an original that pleases almost everyone who sees it ."
neg,"all the more disquieting for its relatively gore-free allusions to the serial murders , but it falls down in its attempts to humanize its subject ."
pos," . . . the tale of her passionate , tumultuous affair with musset unfolds as sand's masculine persona , with its love of life and beauty , takes form ."
pos,sweet and memorable film .
neg,so riddled with unanswered questions that it requires gargantuan leaps of faith just to watch it plod along .
pos,"the touch is generally light enough and the performances , for the most part , credible ."
pos,"open-minded kids -- kids who read , kids who dream -- will be comforted by the way it deals with big issues like death and destiny ."
pos,it's a count for our times .
pos,"using his audience as a figurative port-of-call , dong pulls his even-handed ideological ship to their dock for unloading , before he continues his longer journey still ahead ."
neg,"although there are several truly jolting scares , there's also an abundance of hackneyed dialogue and more silly satanic business than you can shake a severed limb at ."
neg," . . . while certainly clever in spots , this too-long , spoofy update of shakespeare's macbeth doesn't sustain a high enough level of invention ."
neg,"gooding and coburn are both oscar winners , a fact which , as you watch them clumsily mugging their way through snow dogs , seems inconceivable ."
neg,coppola has made a film of intoxicating atmosphere and little else .
neg,"this bond film goes off the beaten path , not necessarily for the better ."
neg,"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie ."
pos,"a penetrating , potent exploration of sanctimony , self-awareness , self-hatred and self-determination ."
neg,credibility sinks into a mire of sentiment .
neg,"reggio and glass so rhapsodize cynicism , with repetition and languorous slo-mo sequences , that glass's dirgelike score becomes a fang-baring lullaby ."
pos,"funny in a sick , twisted sort of way ."
pos,a film that takes you inside the rhythms of its subject : you experience it as you watch .
neg,rife with nutty cliches and far too much dialogue .
pos,"es divertida , visualmente espectacular y muy entretenida . simple y sencillamente te sorprenderá ."
neg,"mendes still doesn't quite know how to fill a frame . like the hanks character , he's a slow study : the action is stilted and the tabloid energy embalmed ."
neg,"go , girls , right down the reality drain ."
neg,a rambling ensemble piece with loosely connected characters and plots that never quite gel .
pos,"it's hard to fairly judge a film like ringu when you've seen the remake first . many of the effective horror elements are dampened through familiarity , [yet] are worthwhile ."
neg,oh come on . like you couldn't smell this turkey rotting from miles away .
pos,sad to say -- it accurately reflects the rage and alienation that fuels the self-destructiveness of many young people .
neg,"his best film remains his shortest , the hole , which makes many of the points that this film does but feels less repetitive ."
pos,"at times the guys taps into some powerful emotions , but this kind of material is more effective on stage . it's not a motion picture ; it's an utterly static picture ."
pos,director nalin pan doesn't do much to weigh any arguments one way or the other . he simply presents his point of view that ayurveda works . no question .
pos,"a pleasant enough movie , held together by skilled ensemble actors ."
pos,people cinema at its finest .
pos,"when you think you've figured out bielinsky's great game , that's when you're in the most trouble : he's the con , and you're just the mark ."
neg,"there is an almost poignant dimension to the way that every major stunt seagal's character . . . performs is shot from behind , as if it could fool us into thinking that we're not watching a double ."
neg,"a tired , unnecessary retread . . . a stale copy of a picture that wasn't all that great to begin with ."
pos,"fast-paced and wonderfully edited , the film is extremely thorough ."
pos,tsai ming-liang has taken his trademark style and refined it to a crystalline point .
pos,"the film hinges on its performances , and both leads are up to the task ."
pos,just about the surest bet for an all-around good time at the movies this summer .
pos,it's a beautifully accomplished lyrical meditation on a bunch of despondent and vulnerable characters living in the renown chelsea hotel . . .
pos,"though of particular interest to students and enthusiast of international dance and world music , the film is designed to make viewers of all ages , cultural backgrounds and rhythmic ability want to get up and dance ."
neg,"judd's characters ought to pick up the durable best seller smart women , foolish choices for advice ."
pos,it's fairly self-aware in its dumbness .
neg,"care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman's destructive escapism or the grace-in-rebellion found by his characters ."
neg,"davis has energy , but she doesn't bother to make her heroine's book sound convincing , the gender-war ideas original , or the comic scenes fly ."
neg,"fincher takes no apparent joy in making movies , and he gives none to the audience ."
neg,it's so full of wrong choices that all you can do is shake your head in disbelief -- and worry about what classic oliver parker intends to mangle next time .
neg,about as satisfying and predictable as the fare at your local drive through .
neg,"trapped presents a frightening and compelling 'what if ? ' scenario that will give most parents pause . . . . then , something terrible happens ."
neg,"it's a decent glimpse into a time period , and an outcast , that is no longer accessible , but it doesn't necessarily shed more light on its subject than the popular predecessor ."
neg,fairly successful at faking some pretty cool stunts but a complete failure at trying to create some pretty cool characters . and forget about any attempt at a plot !
pos,"like the film's almost anthropologically detailed realization of early-'80s suburbia , it's significant without being overstated ."
pos,"it's still a comic book , but maguire makes it a comic book with soul ."
pos,"brings together some of the biggest names in japanese anime , with impressive results ."
neg,"every bit as bogus as most disney live action family movies are -- no real plot , no real conflict , no real point ."
neg,"the performances are so leaden , michael rymer's direction is so bloodless and the dialogue is so corny that the audience laughs out loud ."
neg,this ill-fitting tuxedo is strictly off-the-rack .
neg,"confusion is one of my least favourite emotions , especially when i have to put up with 146 minutes of it ."
neg,"[nelson's] movie about morally compromised figures leaves viewers feeling compromised , unable to find their way out of the fog and the ashes ."
neg,`matrix'-style massacres erupt throughout . . . but the movie has a tougher time balancing its violence with kafka-inspired philosophy .
pos,this is simply the most fun you'll ever have with a documentary !
pos,"though frodo's quest remains unfulfilled , a hardy group of determined new zealanders has proved its creative mettle ."
pos,"it's worth seeing just on the basis of the wisdom , and at times , the startling optimism , of the children ."
pos,"giggling at the absurdities and inconsistencies is part of the fun . but the talented cast alone will keep you watching , as will the fight scenes ."
neg,"the only question . . . is to determine how well the schmaltz is manufactured -- to assess the quality of the manipulative engineering . average , at best , i'm afraid ."
pos,the amazing film work is so convincing that by movies' end you'll swear you are wet in some places and feel sand creeping in others .
neg,it would be hard to think of a recent movie that has worked this hard to achieve this little fun .
neg,every so often a movie comes along that confirms one's worse fears about civilization as we know it . the new guy is one of them .
pos,it's both a necessary political work and a fascinating documentary . . .
neg,"just like every other seagal movie , only louder and without that silly ponytail ."
pos,"no worse a film than breaking out , and breaking out was utterly charming ."
neg, . . . the last time i saw a theater full of people constantly checking their watches was during my sats .
neg,"there are some laughs in this movie , but williams' anarchy gets tiresome , the satire is weak ."
pos,a moving and stark reminder that the casualties of war reach much further than we imagine .
neg,"theology aside , why put someone who ultimately doesn't learn at the center of a kids' story ?"
pos,"rarely , a movie is more than a movie . go ."
neg,"in the era of the sopranos , it feels painfully redundant and inauthentic ."
neg,culkin exudes none of the charm or charisma that might keep a more general audience even vaguely interested in his bratty character .
pos,"fast , frantic and fun , but also soon forgotte"
pos,"to the degree that ivans xtc . works , it's thanks to huston's revelatory performance ."
neg,"another big , dumb action movie in the vein of xxx , the transporter is riddled with plot holes big enough for its titular hero to drive his sleek black bmw through ."
pos,the pianist is the film roman polanski may have been born to make .
pos,"to honestly address the flaws inherent in how medical aid is made available to american workers , a more balanced or fair portrayal of both sides will be needed ."
pos,"remains a solid , if somewhat heavy-handed , account of the near-disaster . . . done up by howard with a steady , if not very imaginative , hand ."
neg,passably entertaining but also mechanical and joyless .
pos," . . . with "" the bourne identity "" we return to the more traditional action genre ."
neg,"a fast-paced , glitzy but extremely silly piece ."
neg,i'm not sure these words have ever been together in the same sentence : this erotic cannibal movie is boring .
neg,a sometimes tedious film .
pos,"it irritates and saddens me that martin lawrence's latest vehicle can explode obnoxiously into 2 , 500 screens while something of bubba ho-tep's clearly evident quality may end up languishing on a shelf somewhere ."
pos,"[a] rare , beautiful film ."
pos,isabelle huppert excels as the enigmatic mika and anna mouglalis is a stunning new young talent in one of chabrol's most intense psychological mysteries .
neg,"unambitious writing emerges in the movie , using a plot that could have come from an animated-movie screenwriting textbook ."
pos,"if the film has a problem , its shortness disappoints : you want the story to go on and on ."
pos,"a picture that extols the virtues of comradeship and community in a spunky , spirited fashion ."
pos,an impressive hybrid .
neg,this franchise has not spawned a single good film . the crap continues .
pos,tuck everlasting achieves a delicate balance of romantic innocence and philosophical depth .
neg,[macdowell] ventures beyond her abilities several times here and reveals how bad an actress she is .
pos,it'll keep you wide awake and . . . very tense .
neg,"'god help us , but capra and cooper are rolling over in their graves . "
neg,if i spy were funny ( enough ) or exciting ( enough ) then it would be fairly simple to forgive the financial extortion it's trying to reap from the moviegoing public .
neg,"both stars manage to be funny , but , like the recent i spy , the star chemistry begs the question of whether random gags add up to a movie ."
neg,"i'm guessing the director is a magician . after all , he took three minutes of dialogue , 30 seconds of plot and turned them into a 90-minute movie that feels five hours long ."
neg,"it's as if you're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker ."
neg," it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes ."
pos,"a subtle , humorous , illuminating study of politics , power and social mobility ."
neg,"nothing but one relentlessly depressing situation after another for its entire running time , something that you could easily be dealing with right now in your lives ."
pos,it's technically sumptuous but also almost wildly alive .
pos,what could have been a daytime soap opera is actually a compelling look at a young woman's tragic odyssey .
neg,it's too interested in jerking off in all its byzantine incarnations to bother pleasuring its audience .
pos,allen's funniest and most likeable movie in years .
neg,"a movie you observe , rather than one you enter into ."
neg,first-time director joão pedro rodrigues' unwillingness to define his hero's background or motivations becomes more and more frustrating as the film goes on .
pos,"while undisputed isn't exactly a high , it is a gripping , tidy little movie that takes mr . hill higher than he's been in a while ."
pos,so refreshingly incisive is grant that for the first time he'll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor .
neg,"william shatner , as a pompous professor , is the sole bright spot . . ."
